1	ладно	ладно	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#0.0#0.304
192	на	на	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#170.2#170.448
193	твой	твой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#170.448#170.696
194	инстаграм	инстаграм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#170.696#170.944
195	и	и	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#170.944#171.192
196	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kib1997f-words#@kib1997f#171.192#171.44
197	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#171.44#171.688
198	в	в	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#171.688#171.936
199	лучших	лучший	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#171.936#172.184
200	друзья...	друг	NOUN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#172.184#172.44
201	извините	извинить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#172.6#172.792
202	в	в	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#172.792#172.984
203	близких	близкий	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#172.984#173.176
204	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#173.176#173.368
205	и	и	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#173.368#173.56
206	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#173.56#173.752
207	просто	просто	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#173.752#173.944
208	восторг	восторг	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#173.944#174.136
209	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#174.136#174.328
210	моё	мой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#174.328#174.52
211	любимое	любимый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#174.52#174.72
212	аа	аа	INTJ	_	_	_	_	_	@kib1997f-words#@kib1997f#175.2#175.426
213	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#175.426#175.652
214	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#175.652#175.878
215	не	не	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#175.878#176.104
216	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@kib1997f-words#@kib1997f#176.104#176.33
217	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#176.33#176.556
218	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#176.556#176.782
219	возможно	возможный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@kib1997f-words#@kib1997f#176.782#177.008
220	из-за	из-за	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#177.008#177.234
221	комплексов	комплекс	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#177.234#177.46
222	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#177.46#177.686
223	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#177.686#177.912
224	потому	потому	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#177.912#178.138
225	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#178.138#178.364
226	раньше	рано	ADV	_	Degree=Cmp	_	_	_	@kib1997f-words#@kib1997f#178.364#178.59
227	этих	этот	DET	_	Case=Gen|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#178.59#178.816
228	денег	деньги	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#178.816#179.042
229	не	не	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#179.042#179.268
230	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#179.268#179.494
231	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#179.494#179.72
232	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#180.12#180.4
233	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#180.4#180.68
234	вот	вот	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#180.68#180.96
235	проводишь	проводить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#180.96#181.24
236	какую-то	какой-то	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#181.24#181.52
237	связь	связь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#181.88#182.11
238	между	между	ADP	_	_	_	_	_	@kib1997f-words#@kib1997f#182.11#182.34
239	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#182.34#182.57
240	вот	вот	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#182.57#182.8
241	именно	именно	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#183.52#183.933
242	почему	почему	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#183.933#184.346
243	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#184.346#184.76
244	так	так	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#184.915#185.191
245	показываешь	показывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#185.191#185.467
246	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#185.467#185.745
247	угу	угу	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#206.0#206.093
248	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#241.875#242.114
249	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#242.114#242.353
250	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#242.353#242.592
251	самой	самый	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#242.592#242.831
252	богатой	богатый	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#242.831#243.07
253	сукой	сука	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#243.07#243.312
254	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#254.625#255.039
255	помогаешь	помогать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#255.039#255.453
256	родителям	родитель	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#255.453#255.867
257	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#255.867#256.281
258	финансово	финансовый	ADV	_	Degree=Pos	_	_	_	@kib1997f-words#@kib1997f#256.281#256.374
259	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#256.374#256.468
260	а	а	CCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#258.75#258.928
261	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@kib1997f-words#@kib1997f#258.928#259.106
262	спрашивал	спрашивать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#259.106#259.284
263	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#259.284#259.462
264	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#259.462#259.64
265	предлагал	предлагать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#259.64#259.818
266	?	?	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#259.818#260.0
267	ну	ну	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#265.944#266.26
268	просто	просто	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#266.26#266.576
269	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#266.576#266.892
270	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#266.892#267.208
271	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#267.208#267.524
272	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#267.524#267.843
273	не	не	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#267.937#268.14
274	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#268.14#268.343
275	/	/	PUNCT	_	_	_	_	_	@kib1997f-words#@kib1997f#268.343#268.546
276	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#268.546#268.749
277	понятие	понятие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kib1997f-words#@kib1997f#268.749#268.952
278	что	что	SCONJ	_	_	_	_	_	@kib1997f-words#@kib1997f#268.952#269.155
279	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#269.155#269.358
280	лишними	лишний	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	_	_	@kib1997f-words#@kib1997f#269.358#269.561
281	не	не	PART	_	_	_	_	_	@kib1997f-words#@kib1997f#269.561#269.764
282	бывают	бывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kib1997f-words#@kib1997f#269.764#269.968
283	да	да	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#7.391#7.702
284	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#9.913#10.33
285	пиздец	пиздец	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#10.33#10.747
286	и	и	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#10.747#11.164
287	трэш	трэш	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#11.164#11.581
288	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1998m-words#@ap1998m#11.813#12.078
289	прожил	прожить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#12.078#12.343
290	там	там	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#12.343#12.608
291	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#12.608#12.873
292	долгое	долгий	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#12.873#13.138
293	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#13.138#13.403
294	то	то	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#13.403#13.668
295	есть	есть	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#13.668#13.933
296	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#13.933#14.198
297	ну	ну	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#14.198#14.463
298	до	до	ADP	_	_	_	_	_	@ap1998m-words#@ap1998m#14.463#14.728
299	одиннадцати	одиннадцать	NUM	_	Case=Gen	_	_	_	@ap1998m-words#@ap1998m#14.728#14.993
300	классов	класс	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ap1998m-words#@ap1998m#14.993#15.259
301	и	и	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#15.592#15.932
302	жил	жить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#15.932#16.272
303	с	с	ADP	_	_	_	_	_	@ap1998m-words#@ap1998m#16.272#16.612
304	родителями	родитель	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@ap1998m-words#@ap1998m#16.612#16.952
305	но	но	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#16.952#17.296
306	ээм	ээм	INTJ	_	_	_	_	_	@ap1998m-words#@ap1998m#17.95#18.253
307	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#18.253#18.556
308	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1998m-words#@ap1998m#18.556#18.859
309	не	не	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#18.859#19.162
310	могу	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#19.162#19.465
311	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#19.465#19.768
312	что	что	PRON	_	Case=Acc	_	_	_	@ap1998m-words#@ap1998m#19.768#20.071
313	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1998m-words#@ap1998m#20.071#20.374
314	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#20.374#20.677
315	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#20.677#20.98
316	вовлечён	вовлечёть	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#20.98#21.283
317	в	в	ADP	_	_	_	_	_	@ap1998m-words#@ap1998m#21.283#21.586
318	то	тот	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#21.586#21.889
319	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#21.889#22.192
320	общество	общество	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#22.192#22.495
321	потому	потому	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#22.495#22.798
322	что	что	SCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#22.798#23.101
323	у	у	ADP	_	_	_	_	_	@ap1998m-words#@ap1998m#23.101#23.404
324	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@ap1998m-words#@ap1998m#23.404#23.707
325	не	не	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#23.707#24.01
326	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#24.01#24.313
327	там	там	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#24.313#24.616
328	ни	ни	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#24.616#24.919
329	друзей	друг	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ap1998m-words#@ap1998m#24.919#25.222
330	никого	никто	PRON	_	Case=Acc	_	_	_	@ap1998m-words#@ap1998m#25.222#25.525
331	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1998m-words#@ap1998m#25.525#25.828
332	смотрел	смотреть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#25.828#26.131
333	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#26.131#26.434
334	на	на	ADP	_	_	_	_	_	@ap1998m-words#@ap1998m#26.434#26.737
335	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#26.737#27.04
336	людей	человек	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@ap1998m-words#@ap1998m#27.04#27.343
337	вокруг	вокруг	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#27.343#27.646
338	и	и	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#27.646#27.949
339	понимал	понимать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#27.949#28.252
340	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#28.252#28.555
341	блять	блять	INTJ	_	_	_	_	_	@ap1998m-words#@ap1998m#28.555#28.858
342	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#28.858#29.161
343	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#29.161#29.464
344	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#29.464#29.767
345	не	не	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#29.767#30.07
346	так	так	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#30.07#30.373
347	как	как	SCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#30.373#30.676
348	должно	должен	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@ap1998m-words#@ap1998m#30.676#30.979
349	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#30.979#31.285
350	ии	и	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#31.311#31.376
351	всё	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#33.012#33.646
352	менталитет	менталитет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#33.646#34.28
353	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#34.28#34.914
354	ээм	ээм	INTJ	_	_	_	_	_	@ap1998m-words#@ap1998m#34.914#35.548
355	какая-то	какой-то	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#35.548#36.182
356	зависть	зависть	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#36.182#36.816
357	ии	и	CCONJ	_	_	_	_	_	@ap1998m-words#@ap1998m#36.816#37.45
358	мм	мм	INTJ	_	_	_	_	_	@ap1998m-words#@ap1998m#37.45#38.09
359	просто	просто	PART	_	_	_	_	_	@ap1998m-words#@ap1998m#38.373#38.788
360	уродское	уродский	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#38.788#39.203
361	какое-то	какой-то	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#39.203#39.618
362	мышление	мышление	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#39.618#40.033
363	/	/	PUNCT	_	_	_	_	_	@ap1998m-words#@ap1998m#40.033#40.448
364	быдло	быдло	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#40.448#40.863
365	вокруг	вокруг	ADP	_	_	_	_	_	@ap1998m-words#@ap1998m#40.863#41.278
366	м	м	INTJ	_	_	_	_	_	@ap1998m-words#@ap1998m#41.278#41.693
367	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ap1998m-words#@ap1998m#41.693#42.108
368	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#42.108#42.523
369	понимал	понимать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ap1998m-words#@ap1998m#42.523#42.94
370	что	что	PRON	_	Case=Acc	_	_	_	@ap1998m-words#@ap1998m#43.641#43.907
371	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#43.907#44.173
372	полный	полный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#44.173#44.439
373	пиздец	пиздец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#44.439#44.705
374	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@ap1998m-words#@ap1998m#44.705#44.971
375	класса	класс	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ap1998m-words#@ap1998m#44.971#45.237
